electron transport chain,GO:0022900
dGMP catabolic process,GO:0046055
glycolipid metabolic process,GO:0006664
podosome assembly,GO:0071800
negative regulation of complement-dependent cytotoxicity,GO:1903660
positive regulation of cyclin-dependent protein kinase activity,GO:1904031
telomerase holoenzyme complex assembly,GO:1905323
virion attachment to host cell,GO:0019062
cellular response to L-arginine,GO:1903577
positive regulation of mast cell chemotaxis,GO:0060754
negative regulation of ion transport,GO:0043271
convergent extension involved in axis elongation,GO:0060028
protein insertion into mitochondrial inner membrane from matrix,GO:0032979
determination of heart left/right asymmetry,GO:0061371
positive regulation of mucus secretion,GO:0070257
reduction of food intake in response to dietary excess,GO:0002023
arterial endothelial cell differentiation,GO:0060842
negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation,GO:2000820
regulation of vasculogenesis,GO:2001212
regulation of endothelial cell proliferation,GO:0001936
retinoic acid biosynthetic process,GO:0002138
vitamin A metabolic process,GO:0006776
9-cis-retinoic acid biosynthetic process,GO:0042904
regulation of presynaptic membrane potential,GO:0099505
peristalsis,GO:0030432
positive regulation of dopamine secretion,GO:0033603
chemoattraction of axon,GO:0061642
regulation of stem cell differentiation,GO:2000736
luteinizing hormone signaling pathway,GO:0042700
ovulation cycle process,GO:0022602
negative regulation of mitochondrial fusion,GO:0010637
collecting duct development,GO:0072044
metanephric nephron development,GO:0072210
CD4-positive_ CD25-positive_ alpha-beta regulatory T cell differentiation,GO:0002361
regulation of translational fidelity,GO:0006450
cerebellar cortex morphogenesis,GO:0021696
progesterone biosynthetic process,GO:0006701
vesicle tethering to Golgi,GO:0099041
paraxial mesoderm development,GO:0048339
lateral mesoderm development,GO:0048368
establishment of organelle localization,GO:0051656
positive regulation of protein kinase C activity,GO:1900020
macrophage migration,GO:1905517
susceptibility to natural killer cell mediated cytotoxicity,GO:0042271
metanephric part of ureteric bud development,GO:0035502
metanephric distal convoluted tubule development,GO:0072221
thrombin-activated receptor signaling pathway,GO:0070493
trans-synaptic signaling by endocannabinoid_ modulating synaptic transmission,GO:0099553
atrioventricular bundle cell differentiation,GO:0003167
stem cell division,GO:0017145
eye morphogenesis,GO:0048592
establishment of protein localization to chromatin,GO:0071169
cleavage involved in rRNA processing,GO:0000469
regulation of heart growth,GO:0060420
regulation of endothelial cell chemotaxis to fibroblast growth factor,GO:2000544
apoptotic process involved in morphogenesis,GO:0060561
D-serine transport,GO:0042942
mRNA alternative polyadenylation,GO:0110104
messenger ribonucleoprotein complex assembly,GO:1990120
fasciculation of sensory neuron axon,GO:0097155
hematopoietic stem cell differentiation,GO:0060218
sclerotome development,GO:0061056
peptidyl-arginine methylation_ to symmetrical-dimethyl arginine,GO:0019918
follicular B cell differentiation,GO:0002316
response to cobalt ion,GO:0032025
phosphocreatine biosynthetic process,GO:0046314
creatine metabolic process,GO:0006600
spermatid nucleus differentiation,GO:0007289
luteinizing hormone secretion,GO:0032275
cysteine metabolic process,GO:0006534
response to nitrosative stress,GO:0051409
regulation of mitochondrial depolarization,GO:0051900
spontaneous neurotransmitter secretion,GO:0061669
anterograde axonal transport of mitochondrion,GO:0098957
positive regulation of inositol 1_4_5-trisphosphate-sensitive calcium-release channel activity,GO:0031587
heme A biosynthetic process,GO:0006784
epithelial cell migration,GO:0010631
negative regulation of macrophage migration,GO:1905522
mRNA transcription by RNA polymerase II,GO:0042789
thyroid hormone mediated signaling pathway,GO:0002154
retinal pigment epithelium development,GO:0003406
positive regulation of interferon-gamma-mediated signaling pathway,GO:0060335
mammary gland branching involved in thelarche,GO:0060744
epithelial cell proliferation involved in mammary gland duct elongation,GO:0060750
regulation of vitamin D receptor signaling pathway,GO:0070562
isoleucine catabolic process,GO:0006550
positive regulation of sodium:potassium-exchanging ATPase activity,GO:1903408
'de novo' UMP biosynthetic process,GO:0044205
pyrimidine nucleoside biosynthetic process,GO:0046134
UTP biosynthetic process,GO:0006228
ER overload response,GO:0006983
type B pancreatic cell proliferation,GO:0044342
anterior head development,GO:0097065
craniofacial suture morphogenesis,GO:0097094
regulation of Ras protein signal transduction,GO:0046578
leukocyte apoptotic process,GO:0071887
germ-line stem cell population maintenance,GO:0030718
positive regulation of flagellated sperm motility,GO:1902093
regulation of synaptic transmission_ dopaminergic,GO:0032225
detection of lipopolysaccharide,GO:0032497
negative regulation of MyD88-independent toll-like receptor signaling pathway,GO:0034128
porphyrin-containing compound metabolic process,GO:0006778
sarcoplasmic reticulum calcium ion transport,GO:0070296
regulation of relaxation of muscle,GO:1901077
regulation of ATPase-coupled calcium transmembrane transporter activity,GO:1901894
regulation of cellular response to hypoxia,GO:1900037
Golgi vesicle budding,GO:0048194
response to other organism,GO:0051707
regulation of neuron projection arborization,GO:0150011
postsynaptic specialization assembly,GO:0098698
NAD catabolic process,GO:0019677
endothelium development,GO:0003158
maintenance of protein localization in endoplasmic reticulum,GO:0035437
cellular response to parathyroid hormone stimulus,GO:0071374
positive regulation of early endosome to late endosome transport,GO:2000643
thermoception,GO:0050955
detection of chemical stimulus involved in sensory perception of pain,GO:0050968
transition between fast and slow fiber,GO:0014883
growth plate cartilage chondrocyte growth,GO:0003430
positive regulation of glial cell differentiation,GO:0045687
regulation of intracellular cholesterol transport,GO:0032383
protein mannosylation,GO:0035268
mitochondrial ribosome assembly,GO:0061668
CD8-positive_ alpha-beta T cell differentiation,GO:0043374
SA node cell action potential,GO:0086015
membrane depolarization during SA node cell action potential,GO:0086046
leucine import across plasma membrane,GO:0098713
L-leucine import across plasma membrane,GO:1903801
L-alanine import across plasma membrane,GO:1904273
metal ion homeostasis,GO:0055065
leucine transport,GO:0015820
tryptophan transport,GO:0015827
proline transmembrane transport,GO:0035524
negative regulation of bone resorption,GO:0045779
Sertoli cell proliferation,GO:0060011
sodium-dependent phosphate transport,GO:0044341
cellular phosphate ion homeostasis,GO:0030643
vesicle organization,GO:0016050
histone succinylation,GO:0106077
metencephalon development,GO:0022037
regulation of bone development,GO:1903010
cellular response to triacyl bacterial lipopeptide,GO:0071727
cellular biogenic amine metabolic process,GO:0006576
flavonoid metabolic process,GO:0009812
response to nematode,GO:0009624
regulation of platelet-derived growth factor receptor-alpha signaling pathway,GO:2000583
tetrapyrrole biosynthetic process,GO:0033014
negative regulation of chondrocyte development,GO:0061182
regulation of the force of skeletal muscle contraction,GO:0014728
cerebral cortex radial glia guided migration,GO:0021801
regulation of branching morphogenesis of a nerve,GO:2000172
cell migration involved in vasculogenesis,GO:0035441
regulation of nervous system development,GO:0051960
positive regulation of artery morphogenesis,GO:1905653
positive regulation of Rac protein signal transduction,GO:0035022
regulation of epidermal growth factor receptor signaling pathway,GO:0042058
localization within membrane,GO:0051668
negative regulation of release of sequestered calcium ion into cytosol,GO:0051280
desmosome assembly,GO:0002159
positive regulation of endocytic recycling,GO:2001137
DNA packaging,GO:0006323
N-terminal peptidyl-glutamic acid acetylation,GO:0018002
protein insertion into mitochondrial membrane,GO:0051204
CDP-choline pathway,GO:0006657
choline metabolic process,GO:0019695
thiamine-containing compound metabolic process,GO:0042723
deoxyribonucleoside monophosphate biosynthetic process,GO:0009157
N-acetylneuraminate catabolic process,GO:0019262
monoubiquitinated protein deubiquitination,GO:0035520
demethylation,GO:0070988
positive regulation of intracellular transport,GO:0032388
regulation of response to osmotic stress,GO:0047484
release from viral latency,GO:0019046
glomerular endothelium development,GO:0072011
cardiac muscle cell apoptotic process,GO:0010659
positive regulation of cardiac muscle cell apoptotic process,GO:0010666
cellular response to cobalt ion,GO:0071279
interleukin-11-mediated signaling pathway,GO:0038154
dentate gyrus development,GO:0021542
forebrain anterior/posterior pattern specification,GO:0021797
cerebral cortex GABAergic interneuron migration,GO:0021853
neuron fate determination,GO:0048664
cellular response to arsenite ion,GO:1903843
aromatic amino acid family metabolic process,GO:0009072
negative regulation of mesenchymal cell proliferation,GO:0072201
xenobiotic glucuronidation,GO:0052697
choline catabolic process,GO:0042426
synaptonemal complex organization,GO:0070193
negative regulation of smooth muscle cell differentiation,GO:0051151
positive regulation of MDA-5 signaling pathway,GO:1900245
positive regulation of synaptic vesicle exocytosis,GO:2000302
protein localization to site of double-strand break,GO:1990166
positive regulation of maintenance of mitotic sister chromatid cohesion,GO:0034184
axonemal central apparatus assembly,GO:1904158
regulation of Ral protein signal transduction,GO:0032485
humoral immune response mediated by circulating immunoglobulin,GO:0002455
regulation of peroxisome organization,GO:1900063
positive regulation of myeloid dendritic cell cytokine production,GO:0002735
isopentenyl diphosphate biosynthetic process_ mevalonate pathway,GO:0019287
secretion of lysosomal enzymes,GO:0033299
L-cystine transport,GO:0015811
positive regulation of heart contraction,GO:0045823
p38MAPK cascade,GO:0038066
positive regulation of CD4-positive_ alpha-beta T cell proliferation,GO:2000563
response to water-immersion restraint stress,GO:1990785
tongue morphogenesis,GO:0043587
cellular response to bile acid,GO:1903413
maintenance of Golgi location,GO:0051684
regulation of protein serine/threonine kinase activity,GO:0071900
'de novo' AMP biosynthetic process,GO:0044208
AMP biosynthetic process,GO:0006167
regulation of extracellular matrix assembly,GO:1901201
receptor-mediated endocytosis of virus by host cell,GO:0019065
spermatid nucleus elongation,GO:0007290
positive regulation of histone H3-K9 trimethylation,GO:1900114
pantothenate metabolic process,GO:0015939
positive regulation of syncytium formation by plasma membrane fusion,GO:0060143
regulation of membrane repolarization during action potential,GO:0098903
membrane depolarization during bundle of His cell action potential,GO:0086048
regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,GO:1902514
