process,go,genes,id
negative regulation of intracellular transport,GO:0032387,ENSG00000109846;ENSG00000160202;ENSG00000131711;,4625
regulation of cell death,GO:0010941,ENSG00000109846;ENSG00000153487;ENSG00000109684;ENSG00000084092;ENSG00000197442;ENSG00000164924;ENSG00000085491;,4626
cerebral cortex cell migration,GO:0021795,ENSG00000150764;ENSG00000139197;ENSG00000136352;ENSG00000080815;ENSG00000162928;ENSG00000067560;ENSG00000096093;ENSG00000146648;ENSG00000129682;ENSG00000173406;ENSG00000158748;,4627
forebrain ventricular zone progenitor cell division,GO:0021869,ENSG00000150764;ENSG00000198914;ENSG00000184486;,4628
acetyl-CoA biosynthetic process from pyruvate,GO:0006086,ENSG00000150768;ENSG00000168291;ENSG00000163114;ENSG00000091140;ENSG00000131828;,4629
box C/D snoRNP assembly,GO:0000492,ENSG00000150773;ENSG00000083635;ENSG00000183207;ENSG00000104872;ENSG00000100138;ENSG00000175792;ENSG00000117174;,4630
positive regulation of granulocyte macrophage colony-stimulating factor production,GO:0032725,ENSG00000150782;ENSG00000110944;ENSG00000172458;ENSG00000172575;ENSG00000125538;ENSG00000239732;ENSG00000016082;ENSG00000113302;ENSG00000107201;ENSG00000122133;ENSG00000162594;,4631
positive regulation of natural killer cell proliferation,GO:0032819,ENSG00000150782;ENSG00000110944;ENSG00000173757;ENSG00000090554;ENSG00000164136;ENSG00000113302;ENSG00000204592;ENSG00000162594;,4632
positive regulation of tissue remodeling,GO:0034105,ENSG00000150782;ENSG00000110944;ENSG00000109471;ENSG00000138684;ENSG00000164136;ENSG00000113302;,4633
positive regulation of NK T cell proliferation,GO:0051142,ENSG00000150782;ENSG00000110944;ENSG00000105122;ENSG00000113302;,4634
interleukin-13 production,GO:0032616,ENSG00000150782;ENSG00000166090;ENSG00000063176;,4635
T-helper 1 cell cytokine production,GO:0035744,ENSG00000150782;ENSG00000115607;ENSG00000168811;ENSG00000113302;,4636
meiotic DNA repair synthesis,GO:0000711,ENSG00000150783;ENSG00000141255;ENSG00000198765;,4637
wound healing_ spreading of epidermal cells,GO:0035313,ENSG00000188771;ENSG00000139567;ENSG00000161638;ENSG00000129474;ENSG00000151694;ENSG00000154764;ENSG00000138639;ENSG00000113070;ENSG00000120149;ENSG00000130635;,4638
regulation of cell cycle process,GO:0010564,ENSG00000170209;ENSG00000149948;ENSG00000168348;ENSG00000167967;ENSG00000125398;ENSG00000173404;ENSG00000101413;ENSG00000197157;ENSG00000104332;ENSG00000086712;ENSG00000247746;,4639
negative regulation of adenylate cyclase activity,GO:0007194,ENSG00000149295;ENSG00000136160;ENSG00000213906;ENSG00000179841;ENSG00000182687;ENSG00000166573;ENSG00000099864;ENSG00000128310;ENSG00000121807;ENSG00000114353;ENSG00000164082;ENSG00000151577;ENSG00000138271;ENSG00000181631;ENSG00000113389;ENSG00000164199;ENSG00000198822;ENSG00000127914;ENSG00000136928;ENSG00000065135;,4640
phospholipase C-activating dopamine receptor signaling pathway,GO:0060158,ENSG00000149295;ENSG00000109062;ENSG00000088256;ENSG00000060558;ENSG00000151577;ENSG00000169676;ENSG00000184845;ENSG00000156049;,4641
adenohypophysis development,GO:0021984,ENSG00000149295;ENSG00000169840;ENSG00000118702;ENSG00000064835;ENSG00000181449;ENSG00000114315;ENSG00000142319;ENSG00000175325;ENSG00000106128;,4642
positive regulation of growth hormone secretion,GO:0060124,ENSG00000149295;ENSG00000102606;ENSG00000141433;ENSG00000118702;ENSG00000205726;ENSG00000157017;ENSG00000120742;ENSG00000198843;ENSG00000106128;,4643
regulation of sodium ion transport,GO:0002028,ENSG00000149295;ENSG00000060237;ENSG00000089250;ENSG00000089041;ENSG00000135124;ENSG00000179094;ENSG00000105711;ENSG00000160460;ENSG00000105329;ENSG00000104936;ENSG00000183023;ENSG00000101198;ENSG00000142178;ENSG00000128245;ENSG00000169252;ENSG00000188580;ENSG00000164867;ENSG00000185942;ENSG00000163399;ENSG00000084628;,4644
regulation of dopamine uptake involved in synaptic transmission,GO:0051584,ENSG00000149295;ENSG00000151577;ENSG00000168621;ENSG00000184845;ENSG00000136827;,4645
grooming behavior,GO:0007625,ENSG00000149295;ENSG00000166148;ENSG00000165300;ENSG00000198931;ENSG00000040531;ENSG00000120068;ENSG00000101405;ENSG00000101200;ENSG00000132911;ENSG00000184845;ENSG00000203797;ENSG00000188710;ENSG00000165704;ENSG00000131238;,4646
striatum development,GO:0021756,ENSG00000149295;ENSG00000188906;ENSG00000165300;ENSG00000140463;ENSG00000125124;ENSG00000125863;ENSG00000077092;ENSG00000151012;ENSG00000184845;ENSG00000105953;ENSG00000174469;ENSG00000187742;ENSG00000165704;,4647
auditory behavior,GO:0031223,ENSG00000149295;ENSG00000184564;ENSG00000079215;ENSG00000255833;ENSG00000181965;,4648
acid secretion,GO:0046717,ENSG00000149295;ENSG00000151577;ENSG00000004809;,4649
positive regulation of neurogenesis,GO:0050769,ENSG00000149295;ENSG00000111537;ENSG00000187109;ENSG00000139352;ENSG00000174405;ENSG00000133961;ENSG00000100603;ENSG00000128886;ENSG00000132386;ENSG00000173805;ENSG00000105245;ENSG00000176887;ENSG00000121966;ENSG00000081479;ENSG00000079246;ENSG00000198026;ENSG00000168329;ENSG00000158234;ENSG00000196549;ENSG00000112893;ENSG00000043143;ENSG00000169220;ENSG00000112038;ENSG00000164850;ENSG00000087087;ENSG00000105989;ENSG00000196584;ENSG00000147465;ENSG00000119401;ENSG00000198908;ENSG00000065526;ENSG00000198793;,4650
regulation of synapse structural plasticity,GO:0051823,ENSG00000149295;ENSG00000104936;ENSG00000066032;ENSG00000058404;ENSG00000158528;,4651
postsynaptic modulation of chemical synaptic transmission,GO:0099170,ENSG00000149295;ENSG00000154146;ENSG00000187323;ENSG00000138814;,4652
serotonin receptor signaling pathway,GO:0007210,ENSG00000149305;ENSG00000166736;ENSG00000102468;ENSG00000135914;ENSG00000178084;ENSG00000186038;ENSG00000178394;ENSG00000147246;,4653
forelimb morphogenesis,GO:0035136,ENSG00000109906;ENSG00000089225;ENSG00000135111;ENSG00000248905;ENSG00000141622;ENSG00000256463;ENSG00000128710;ENSG00000128709;ENSG00000125965;ENSG00000164190;ENSG00000008196;,4654
male germ-line stem cell asymmetric division,GO:0048133,ENSG00000109906;ENSG00000244405;ENSG00000168556;ENSG00000146857;,4655
positive regulation of NK T cell differentiation,GO:0051138,ENSG00000109906;ENSG00000065000;ENSG00000163513;ENSG00000132842;,4656
snRNA catabolic process,GO:0016076,ENSG00000076053;ENSG00000033030;ENSG00000039123;,4657
susceptibility to natural killer cell mediated cytotoxicity,GO:0042271,ENSG00000182985;ENSG00000073008;ENSG00000130202;,4658
Cajal body organization,GO:0030576,ENSG00000109917;ENSG00000197798;ENSG00000132952;ENSG00000141499;,4659
positive regulation of growth,GO:0045927,ENSG00000109917;ENSG00000213218;ENSG00000136487;ENSG00000136488;ENSG00000204414;ENSG00000259384;ENSG00000115112;ENSG00000100034;ENSG00000157017;ENSG00000114378;ENSG00000121853;ENSG00000109501;,4660
positive regulation of transcription involved in G1/S transition of mitotic cell cycle,GO:0071931,ENSG00000109917;ENSG00000119715;ENSG00000115738;,4661
apoptotic process involved in development,GO:1902742,ENSG00000109917;ENSG00000149554;ENSG00000138083;ENSG00000260903;ENSG00000145794;ENSG00000171044;ENSG00000206579;ENSG00000221947;ENSG00000158156;,4662
negative regulation of motor neuron apoptotic process,GO:2000672,ENSG00000109917;ENSG00000139625;ENSG00000065559;ENSG00000006016;,4663
positive regulation of receptor-mediated endocytosis,GO:0048260,ENSG00000110243;ENSG00000110395;ENSG00000151746;ENSG00000080371;ENSG00000130787;ENSG00000166710;ENSG00000109072;ENSG00000125730;ENSG00000196961;ENSG00000159082;ENSG00000091513;ENSG00000113520;ENSG00000131437;ENSG00000124610;ENSG00000010704;ENSG00000127946;ENSG00000106366;ENSG00000120885;ENSG00000172724;ENSG00000137077;ENSG00000165119;ENSG00000118473;ENSG00000157978;ENSG00000131238;,4664
very-low-density lipoprotein particle remodeling,GO:0034372,ENSG00000110243;ENSG00000110244;ENSG00000118137;ENSG00000166035;ENSG00000087237;ENSG00000213398;ENSG00000130203;ENSG00000234906;ENSG00000175445;,4665
phosphatidylcholine metabolic process,GO:0046470,ENSG00000110243;ENSG00000110244;ENSG00000118137;ENSG00000170890;ENSG00000069764;ENSG00000087237;ENSG00000213398;ENSG00000103066;ENSG00000158201;ENSG00000032444;ENSG00000100078;ENSG00000127252;ENSG00000112293;ENSG00000005421;ENSG00000169057;ENSG00000188257;ENSG00000117215;,4666
regulation of cholesterol transport,GO:0032374,ENSG00000110244;ENSG00000123384;ENSG00000130208;ENSG00000079156;ENSG00000100300;,4667
response to stilbenoid,GO:0035634,ENSG00000110244;ENSG00000176194;ENSG00000135218;ENSG00000167656;,4668
negative regulation of lipoprotein lipase activity,GO:0051005,ENSG00000110245;ENSG00000167772;ENSG00000130208;ENSG00000048052;ENSG00000134243;ENSG00000132855;,4669
chylomicron remnant clearance,GO:0034382,ENSG00000110245;ENSG00000166035;ENSG00000103227;ENSG00000130164;ENSG00000130203;ENSG00000130208;ENSG00000234906;ENSG00000084674;,4670
negative regulation of very-low-density lipoprotein particle clearance,GO:0010916,ENSG00000110245;ENSG00000130208;ENSG00000234906;ENSG00000163956;,4671
negative regulation of triglyceride catabolic process,GO:0010897,ENSG00000110245;ENSG00000137642;ENSG00000214456;ENSG00000112293;ENSG00000105851;,4672
negative regulation of cell adhesion molecule production,GO:0060354,ENSG00000118137;ENSG00000141052;ENSG00000169429;ENSG00000204301;ENSG00000148400;,4673
negative regulation of response to cytokine stimulus,GO:0060761,ENSG00000118137;ENSG00000111252;ENSG00000137764;ENSG00000166484;ENSG00000104964;ENSG00000136826;,4674
cholesterol import,GO:0070508,ENSG00000118137;ENSG00000073060;ENSG00000172345;ENSG00000130164;ENSG00000164211;ENSG00000135218;,4675
positive regulation of phospholipid efflux,GO:1902995,ENSG00000118137;ENSG00000064687;ENSG00000130203;,4676
glucocorticoid metabolic process,GO:0008211,ENSG00000118137;ENSG00000170099;ENSG00000176387;ENSG00000147465;ENSG00000169057;,4677
peripheral nervous system axon regeneration,GO:0014012,ENSG00000118137;ENSG00000100300;ENSG00000189058;ENSG00000131711;ENSG00000041982;,4678
lipoprotein biosynthetic process,GO:0042158,ENSG00000118137;ENSG00000213398;ENSG00000130203;ENSG00000084674;ENSG00000165029;,4679
blood vessel endothelial cell migration,GO:0043534,ENSG00000118137;ENSG00000073060;ENSG00000213853;ENSG00000179776;ENSG00000125968;ENSG00000203883;ENSG00000100345;ENSG00000233276;ENSG00000120899;ENSG00000126016;,4680
negative regulation of hydrolase activity,GO:0051346,ENSG00000118137;ENSG00000089250;ENSG00000188488;ENSG00000070808;ENSG00000164867;ENSG00000116678;ENSG00000130770;ENSG00000067606;,4681
dsRNA transport,GO:0033227,ENSG00000149577;ENSG00000162944;ENSG00000131378;ENSG00000072858;ENSG00000137312;,4682
type B pancreatic cell development,GO:0003323,ENSG00000149577;ENSG00000125378;ENSG00000140992;ENSG00000173404;ENSG00000125820;ENSG00000101076;ENSG00000114251;ENSG00000163623;ENSG00000153162;ENSG00000112175;ENSG00000198719;ENSG00000105810;ENSG00000128602;,4683
ubiquitin-dependent endocytosis,GO:0070086,ENSG00000110324;ENSG00000214357;ENSG00000148356;,4684
cardiac muscle cell action potential involved in contraction,GO:0086002,ENSG00000177098;ENSG00000149575;ENSG00000166257;ENSG00000151067;ENSG00000057294;ENSG00000006283;ENSG00000123700;ENSG00000105711;ENSG00000144285;ENSG00000159197;ENSG00000180509;ENSG00000183873;ENSG00000157388;ENSG00000114279;ENSG00000153956;ENSG00000163399;,4685
AV node cell action potential,GO:0086016,ENSG00000177098;ENSG00000006283;ENSG00000183873;ENSG00000185313;,4686
regulation of atrial cardiac muscle cell membrane depolarization,GO:0060371,ENSG00000149575;ENSG00000166257;ENSG00000006283;ENSG00000105711;ENSG00000183873;ENSG00000185313;,4687
gamma-delta T cell activation,GO:0046629,ENSG00000160593;ENSG00000154639;ENSG00000113263;ENSG00000204516;,4688
positive regulation of epithelial cell proliferation involved in wound healing,GO:0060054,ENSG00000160593;ENSG00000135413;ENSG00000155760;ENSG00000154764;ENSG00000163347;ENSG00000109205;ENSG00000070193;ENSG00000086062;,4689
neutrophil extravasation,GO:0072672,ENSG00000160593;ENSG00000196415;ENSG00000204936;ENSG00000105851;ENSG00000171608;,4690
monocyte extravasation,GO:0035696,ENSG00000160593;ENSG00000198053;ENSG00000121807;ENSG00000196776;,4691
positive regulation of cell-cell adhesion mediated by integrin,GO:0033634,ENSG00000198851;ENSG00000103335;ENSG00000141293;ENSG00000156234;ENSG00000128567;,4692
positive regulation of T cell anergy,GO:0002669,ENSG00000198851;ENSG00000078747;ENSG00000049768;,4693
signal complex assembly,GO:0007172,ENSG00000198851;ENSG00000089159;ENSG00000071051;ENSG00000197122;ENSG00000008735;ENSG00000158092;ENSG00000120899;ENSG00000169398;,4694
histone H3-K4 dimethylation,GO:0044648,ENSG00000118058;ENSG00000167548;ENSG00000139718;ENSG00000099381;ENSG00000164256;,4695
histone H3-K4 monomethylation,GO:0097692,ENSG00000118058;ENSG00000167548;ENSG00000139718;ENSG00000099381;ENSG00000164256;ENSG00000055609;ENSG00000117000;,4696
histone H4-K16 acetylation,GO:0043984,ENSG00000118058;ENSG00000139620;ENSG00000187778;ENSG00000103510;ENSG00000188895;ENSG00000120071;ENSG00000114982;ENSG00000144445;ENSG00000025293;ENSG00000174579;ENSG00000196363;ENSG00000005302;ENSG00000147162;ENSG00000172534;,4697
positive regulation of transporter activity,GO:0032411,ENSG00000118058;ENSG00000127561;ENSG00000101049;ENSG00000118515;ENSG00000243335;ENSG00000005421;,4698
regulation of epithelial to mesenchymal transition,GO:0010717,ENSG00000019144;ENSG00000166923;ENSG00000128886;ENSG00000225663;ENSG00000101665;ENSG00000074054;ENSG00000156299;ENSG00000186866;ENSG00000163539;ENSG00000173402;ENSG00000044524;ENSG00000144824;ENSG00000106799;,4699
positive regulation of basement membrane assembly involved in embryonic body morphogenesis,GO:1904261,ENSG00000019144;ENSG00000074054;ENSG00000163539;ENSG00000173402;ENSG00000144824;,4700
spermatid differentiation,GO:0048515,ENSG00000110367;ENSG00000183160;ENSG00000087088;ENSG00000144061;ENSG00000144468;ENSG00000112981;ENSG00000086015;,4701
neutrophil homeostasis,GO:0001780,ENSG00000137700;ENSG00000166086;ENSG00000111252;ENSG00000100714;ENSG00000135046;ENSG00000184588;ENSG00000117400;,4702
myeloid progenitor cell differentiation,GO:0002318,ENSG00000137700;ENSG00000166086;ENSG00000122025;ENSG00000178053;ENSG00000157404;ENSG00000157764;,4703
glucose-6-phosphate transport,GO:0015760,ENSG00000137700;ENSG00000134955;ENSG00000131482;ENSG00000141349;ENSG00000160190;ENSG00000124564;,4704
negative regulation of chemokine production,GO:0032682,ENSG00000137700;ENSG00000168961;ENSG00000142627;,4705
post-embryonic hemopoiesis,GO:0035166,ENSG00000137700;ENSG00000157483;ENSG00000012061;ENSG00000136826;,4706
negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway,GO:1903298,ENSG00000149428;ENSG00000139644;ENSG00000140939;ENSG00000158828;ENSG00000074800;,4707
vacuole organization,GO:0007033,ENSG00000160695;ENSG00000104142;ENSG00000132612;ENSG00000215305;ENSG00000112893;ENSG00000112367;ENSG00000182197;ENSG00000124479;,4708
endosomal vesicle fusion,GO:0034058,ENSG00000160695;ENSG00000166887;ENSG00000132612;ENSG00000185722;ENSG00000135966;ENSG00000156931;ENSG00000006715;ENSG00000205413;,4709
regulation of SNARE complex assembly,GO:0035542,ENSG00000160695;ENSG00000168952;ENSG00000104142;ENSG00000215305;ENSG00000164402;ENSG00000006715;ENSG00000136854;,4710
dolichol metabolic process,GO:0019348,ENSG00000172269;ENSG00000000419;ENSG00000128039;ENSG00000136908;,4711
dolichyl diphosphate biosynthetic process,GO:0006489,ENSG00000172269;ENSG00000167508;ENSG00000128039;ENSG00000153989;ENSG00000175283;ENSG00000167130;ENSG00000117682;,4712
negative regulation of interferon-beta production,GO:0032688,ENSG00000160703;ENSG00000100811;ENSG00000167984;ENSG00000103490;ENSG00000105298;ENSG00000105426;ENSG00000104856;ENSG00000138032;ENSG00000162924;ENSG00000123609;ENSG00000204104;ENSG00000198053;ENSG00000183763;,4713
negative regulation of RIG-I signaling pathway,GO:0039536,ENSG00000160703;ENSG00000108561;ENSG00000108771;ENSG00000129657;ENSG00000182446;ENSG00000101695;ENSG00000070010;ENSG00000198746;,4714
regulation of signaling,GO:0023051,ENSG00000110395;ENSG00000136153;ENSG00000013364;ENSG00000142273;ENSG00000182533;ENSG00000114423;,4715
cellular response to oxygen-glucose deprivation,GO:0090650,ENSG00000110395;ENSG00000087470;ENSG00000167535;ENSG00000128272;ENSG00000105835;ENSG00000165272;ENSG00000165699;ENSG00000156709;,4716
regulation of platelet-derived growth factor receptor-alpha signaling pathway,GO:2000583,ENSG00000110395;ENSG00000109083;ENSG00000114423;,4717
circadian behavior,GO:0048512,ENSG00000036672;ENSG00000166073;ENSG00000141510;ENSG00000138083;ENSG00000174738;ENSG00000187068;ENSG00000183826;ENSG00000180758;,4718
virion attachment to host cell,GO:0019062,ENSG00000110400;ENSG00000090659;ENSG00000104938;ENSG00000130202;ENSG00000096384;,4719
desmosome organization,GO:0002934,ENSG00000110400;ENSG00000057294;ENSG00000046604;ENSG00000134317;ENSG00000096696;ENSG00000112378;,4720
camera-type eye morphogenesis,GO:0048593,ENSG00000110400;ENSG00000111678;ENSG00000161798;ENSG00000135414;ENSG00000125378;ENSG00000100644;ENSG00000100811;ENSG00000196712;ENSG00000101144;ENSG00000144810;ENSG00000163913;ENSG00000154928;ENSG00000218336;ENSG00000083857;ENSG00000204227;ENSG00000112715;ENSG00000106571;ENSG00000146950;ENSG00000171812;ENSG00000133216;ENSG00000116688;ENSG00000157933;,4721
negative regulation by host of viral transcription,GO:0043922,ENSG00000137709;ENSG00000149948;ENSG00000090447;ENSG00000132376;ENSG00000121864;ENSG00000084093;ENSG00000177606;ENSG00000116478;ENSG00000120948;,4722
post-chaperonin tubulin folding pathway,GO:0007023,ENSG00000154114;ENSG00000141556;ENSG00000171530;ENSG00000124659;,4723
negative regulation of amyloid-beta formation,GO:1902430,ENSG00000137642;ENSG00000017427;ENSG00000175344;ENSG00000173805;ENSG00000125447;ENSG00000067900;ENSG00000064687;ENSG00000127445;ENSG00000130203;ENSG00000136717;ENSG00000171867;ENSG00000120885;ENSG00000148053;,4724
protein retention in Golgi apparatus,GO:0045053,ENSG00000137642;ENSG00000129003;ENSG00000113384;ENSG00000197969;ENSG00000048707;,4725
negative regulation of tau-protein kinase activity,GO:1902948,ENSG00000137642;ENSG00000111537;ENSG00000139687;,4726
collagen-activated signaling pathway,GO:0038065,ENSG00000154127;ENSG00000137809;ENSG00000170909;ENSG00000164171;,4727
