Process name,GO_id,Genes
hemidesmosome assembly,GO:0031581,ITGA6;CD151;LAMC2;PLEC;DST;LAMA3;ITGB4;LAMB3;LAMC1;KRT14;KRT5;COL17A1;
positive regulation of glucose transmembrane transport,GO:0010828,GH1;CLIP3;C2CD5;C3;BRAF;NR4A3;GIP;
positive regulation of mast cell cytokine production,GO:0032765,BCL10;NR4A3;KIT;
cellular response to leptin stimulus,GO:0044320,FGB;PTEN;GCK;FGF23;STAT3;INHBB;LEP;CCNA2;NR4A3;PID1;
positive regulation of monocyte aggregation,GO:1900625,NR4A3;HAS2;CD44;
positive regulation of feeding behavior,GO:2000253,GHRL;AGRP;SGIP1;RXFP4;CFAP20;NR4A3;INSL5;
negative regulation of blood coagulation_ intrinsic pathway,GO:2000267,SERPING1;F8;KLKB1;A2M;F12;
cobalt ion transport,GO:0006824,SLC11A2;SLC30A5;TCN2;SLC39A8;CBLIF;TCN1;
regulation of fibroblast growth factor receptor signaling pathway,GO:0040036,OTX2;SULF1;RUNX2;HHIP;LRIT3;
oxalate transport,GO:0019532,SLC26A3;SLC26A8;SLC26A4;SLC26A5;SLC26A6;SLC26A1;SLC26A9;SLC26A7;SLC26A2;
androgen biosynthetic process,GO:0006702,HSD3B2;HSD17B3;SCARB1;SRD5A3;HSD3B1;CYP17A1;SRD5A1;MED1;SRD5A2;HSD17B6;
nuclear speck organization,GO:0035063,SRPK2;DYRK3;USP50;AFF2;
meiotic gene conversion,GO:0006311,TEX11;PRDM9;RNF212;
chiasma assembly,GO:0051026,RNF212;SYCP1;CCNB1IP1;BRIP1;TEX11;UBE2B;
pericentric heterochromatin assembly,GO:0031508,H3-5;HELLS;CENPV;
centromere complex assembly,GO:0034508,CENPI;CENPO;CENPV;
SREBP signaling pathway,GO:0032933,ERLIN2;ARHGEF10L;SREBF2;SCAP;INSIG2;INSIG1;ERLIN1;EIF2A;SREBF1;
negative regulation of fatty acid biosynthetic process,GO:0045717,WDTC1;ACADVL;ERLIN2;BRCA1;TRIB3;INSIG2;CEACAM1;INSIG1;APOC1;ERLIN1;APOC3;CYP7A1;ACADL;
clathrin coat assembly,GO:0048268,PIK3C2A;PICALM;FCHO2;AP2S1;FCHO1;AP2B1;CALY;EPS15;NSG2;SGIP1;CLTB;SNAP91;CLTC;CLTA;CLINT1;HIP1;NSG1;HIP1R;
clathrin coat disassembly,GO:0072318,DNAJC6;HSPA8;GAK;
catecholamine metabolic process,GO:0006584,;MTPN;SULT1A3;ATP7A;SULT1A2;SULT1A1;COMT;AOC2;SULT1A4;DDC;MAOA;
negative regulation of renal sodium excretion,GO:0035814,COMT;SPX;AVPR2;ADORA1;
angiotensin-activated signaling pathway,GO:0038166,CA2;AGTRAP;MAS1;AHCYL1;CAMK2A;AGTR2;AGTR1;
inositol phosphate biosynthetic process,GO:0032958,IPPK;IPMK;IP6K3;PPIP5K2;ITPKA;IP6K2;ITPKB;PPIP5K1;FGF2;ITPKC;IP6K1;
protein localization to postsynaptic membrane,GO:1903539,GRIN2A;GRIN2C;ZDHHC2;
synaptic vesicle maturation,GO:0016188,PICALM;UNC13C;DLG4;ZDHHC15;UNC13B;STXBP1;ZDHHC2;UNC13A;SNAPIN;RAB3A;SYP;
regulation of cell-cell adhesion,GO:0022407,CELSR2;EFNA5;MINK1;EPHA7;PKHD1;ZDHHC2;EPHB3;FUT7;LEF1;WNT4;PODXL;SRC;ADAM8;NRARP;
peptidyl-lysine hydroxylation,GO:0017185,PLOD3;PLOD2;P3H4;PLOD1;VPS33B;FKBP10;VIPAS39;P3H3;
phototransduction,GO:0007602,OPN1MW2;OPN1LW;RGR;GNAT2;CABP4;OPN1MW3;TRPC3;CDS1;RCVRN;OPN1SW;CNGB1;GPR52;GNGT2;OPN5;PLEKHB1;PDC;GNAT1;RRH;GUCA1A;NR2E3;PITPNM1;GNGT1;UNC119;OPN3;OPN4;RHO;GPR88;ASIC2;OPN1MW;
eye photoreceptor cell development,GO:0042462,PAX6;CRB1;VEGFA;MFRP;NR2E3;PRDM1;RPGRIP1;GNGT1;RDH13;MYO7A;OLFM3;FSCN2;PRKCI;CEP290;TH;GNAT1;TULP1;RORB;
B cell affinity maturation,GO:0002344,HLA-DQB1;BTK;TRAF3IP2;
antigen processing and presentation of peptide antigen,GO:0048002,CTSL;CTSS;HLA-DQB1;SLC11A1;
eye pigment biosynthetic process,GO:0006726,TYR;OCA2;GPR143;
positive regulation of exit from mitosis,GO:0031536,PHB2;UBE2C;CDCA5;NEUROG1;TGFB1;
negative regulation of epithelial cell migration,GO:0010633,CORO1C;DAB2IP;PFN2;DUSP10;MARVELD3;PTPRR;TACSTD2;SEMA3A;STRAP;MCC;PTPN23;EVL;PTPRG;IL4;PBLD;ADIPOR1;
positive regulation of neuron migration,GO:2001224,DAB2IP;SRGAP2C;ARHGEF2;MDK;RAPGEF2;PLAA;KIF20B;SEMA3A;ZNF609;NSMF;SEMA6A;FBXO31;SHTN1;NIPBL;FLNA;
immunological synapse formation,GO:0001771,EPHB1;CCL21;DLG1;DOCK2;NCK2;CCL19;MSN;CD6;CD81;PRF1;DOCK8;
negative regulation of appetite by leptin-mediated signaling pathway,GO:0038108,MKKS;BBS4;LEP;BBS2;
regulation of cilium beat frequency involved in ciliary motility,GO:0060296,CFAP20;CCSAP;CATSPER1;GAS2L2;BBS2;MKKS;BBS4;
detection of mechanical stimulus involved in sensory perception of sound,GO:0050910,ADGRV1;HPN;PCDH15;PTPRQ;TMC2;KIT;LHFPL5;WHRN;COL11A1;CHRNA9;TMC1;STRC;MKKS;PDZD7;CHRNA10;PJVK;
regulation of voltage-gated calcium channel activity,GO:1901385,AHNAK;DMD;HPCA;CACNB3;STAC;CACNB2;CACNB4;CACNB1;
retinoic acid metabolic process,GO:0042573,UGT1A3;CYP3A7;ADH1C;UGT1A8;CYP3A5;CYP27C1;CRABP2;CYP2C18;UGT1A9;ALDH1A2;BCO2;CYP3A4;ALDH1A3;SCPEP1;UGT1A1;ADH6;CYP2S1;UGT1A7;ADH1A;ADH7;CYP26A1;ADH1B;CYP26B1;CYP2C8;ALDH8A1;
S-adenosylmethionine biosynthetic process,GO:0006556,MAT2B;METTL16;MAT1A;MAT2A;
selenium compound metabolic process,GO:0001887,SEPHS2;SCLY;TXNRD1;MAT1A;SELENOP;
regulation of chaperone-mediated autophagy,GO:1904714,CTSA;EEF1A2;GFAP;ATP13A2;EEF1A1;
aspartate biosynthetic process,GO:0006532,GOT1;GOT2;GOT1L1;
hyaluronan biosynthetic process,GO:0030213,HAS1;HAS2;HAS3;IL1B;ABCC5;CEMIP;HYAL1;
positive regulation of growth,GO:0045927,;GH1;PPM1F;CSHL1;GHRL;WFS1;CSH2;ZPR1;CSH1;GH2;HYAL1;TFCP2L1;GHSR;
negative regulation of translational initiation in response to stress,GO:0032057,EIF2AK3;ATF4;EIF2AK4;EIF2S1;
positive regulation of adaptive immune response,GO:0002821,FADD;PYCARD;IL6ST;SIRT1;SKAP1;SASH3;EIF2AK4;
viral translation,GO:0019081,UBB;RPS27A;UBA52;UBC;EIF2AK4;
endochondral bone growth,GO:0003416,ECM1;FGFR2;DDR2;BNC2;OSTN;EXT1;FGFR3;EVC;COMP;
transepithelial chloride transport,GO:0030321,P2RY4;SLC26A6;SLC12A2;P2RY6;BEST1;
respiratory burst involved in defense response,GO:0002679,MPO;PIK3CD;PIK3CG;
positive regulation of cell migration by vascular endothelial growth factor signaling pathway,GO:0038089,MYO1C;GAB1;PIK3CD;VEGFA;
positive regulation of epithelial tube formation,GO:1905278,FGF2;PIK3CD;EGF;VEGFA;
secretion by lung epithelial cell involved in lung growth,GO:0061033,TMEM38B;FGF10;FGF7;
extracellular matrix constituent secretion,GO:0070278,CREB3L1;TMEM38B;ENG;CCN2;
cellular response to caffeine,GO:0071313,GSTM2;PPARGC1A;TMEM38A;RYR1;SELENON;CASQ2;SLC8A1;RYR3;RYR2;TMEM38B;CACNA1S;
regulation of oxidative phosphorylation,GO:0002082,SHMT2;COX7A2L;PINK1;ATP7A;SLC25A23;MYC;COX7A2;COX7A1;UQCC2;AK4;ABCD1;SLC25A33;
positive regulation of mitochondrial membrane permeability,GO:0035794,BNIP3L;SLC9A1;TP53;HEBP2;
cellular response to histamine,GO:0071420,GABRB1;GABRA1;GABRB3;AOC1;GABRG2;DIAPH1;HRH1;GABRB2;
digestive system development,GO:0055123,NODAL;WDR19;WDPCP;NKX3-2;BARX1;HIP1R;GIP;CELA1;
regulation of bone remodeling,GO:0046850,MDK;CARTPT;LEPR;LEP;SYT7;SUCO;
regulation of glucagon secretion,GO:0070092,IL6;PASK;SYT7;
calcium ion regulated lysosome exocytosis,GO:1990927,SYT7;SYT11;ARL8B;
peptidyl-glutamic acid carboxylation,GO:0017187,GGCX;;VKORC1L1;VKORC1;
ribonucleoprotein complex assembly,GO:0022618,SHQ1;STRAP;RPL38;
minus-end-directed organelle transport along microtubule,GO:0072385,BICD2;RAB6A;BICD1;MREG;
negative regulation of SNARE complex assembly,GO:0035544,ANKRD27;TRIM9;PRRT2;
negative regulation of hydrogen peroxide-induced cell death,GO:1903206,PARK7;GPR37L1;PDE8A;GPR37;TXN;NFE2L2;LRRK2;PYCR1;
response to nitric oxide,GO:0071731,TXN;CCR7;EGLN1;CCL19;
positive regulation of peptidyl-cysteine S-nitrosylation,GO:2000170,ACE;TXN;NOS1AP;
RNA transport,GO:0050658,NXF2;SIDT2;RTRAF;CKAP5;ATXN2;SIDT1;HNRNPA2B1;NXF2B;YBX1;RBFOX1;
nucleotide catabolic process,GO:0009166,NT5E;UPP2;UPP1;
dTMP catabolic process,GO:0046074,TYMP;NT5C;UPP1;
positive regulation of cellular extravasation,GO:0002693,JAM3;PLVAP;PTAFR;ICAM1;ADAM8;THY1;
sensory perception of chemical stimulus,GO:0007606,GNAS;TAAR5;OR10J1;OR1E2;GNAL;OBP2A;C5AR1;
negative regulation of mitotic recombination,GO:0045950,MLH1;ANKLE1;ZSCAN4;
negative regulation of interleukin-4 production,GO:0032713,NDFIP1;SCGB1A1;ZFPM1;FOXP3;LEF1;DDIT3;CD83;
response to silicon dioxide,GO:0034021,SOD2;SCGB1A1;CSF2;
negative regulation of immunoglobulin production,GO:0002638,ZPBP2;CD22;CR1;IL33;PRKDC;IL13RA2;TMBIM6;FCGR2B;FCRL3;
immunoglobulin mediated immune response,GO:0016064,BCL10;INPP5D;IRF7;CD27;TCIRG1;IL4R;IL13RA2;FCER1G;MYD88;CD74;PRKCD;TLR8;FCGR2B;CD19;
negative regulation of mast cell degranulation,GO:0043305,HMOX1;CD300A;CD84;IL13RA2;FOXF1;LGALS9;
vacuolar proton-transporting V-type ATPase complex assembly,GO:0070072,VMA21;INPP5F;ALDOB;CCDC115;TM9SF4;TMEM199;
protein localization to perinuclear region of cytoplasm,GO:1905719,AKTIP;SQSTM1;FAM160A1;HOOK1;FAM160A2;HOOK2;HOOK3;RNF26;
interkinetic nuclear migration,GO:0022027,KIF1A;DOCK7;CEP120;HOOK3;PCM1;
protein polyglycylation,GO:0018094,TTLL3;TTLL10;ARPC4-TTLL3;TTLL8;
cellular response to angiotensin,GO:1904385,CDC6;AGT;NFKB1;MYC;SLC30A10;RELA;PRKCD;ARID1B;BRIP1;HSF1;CYBA;NFE2L2;PTPN11;
positive regulation of Schwann cell differentiation,GO:0014040,DICER1;EGR2;RELA;
cellular response to peptidoglycan,GO:0071224,NOD2;CAMP;RELA;TREM2;RIPK2;DEFB124;
postsynapse to nucleus signaling pathway,GO:0099527,;JAK2;KPNA2;WNT3A;CRTC1;NRG1;STAT3;KPNA1;RELA;PRR7;
positive regulation of delayed rectifier potassium channel activity,GO:1902261,AKAP6;RNF207;NPPA;NOS1AP;AKAP7;
neuron projection regeneration,GO:0031102,OMG;GFAP;ULK1;PTPRF;ADM;
inositol lipid-mediated signaling,GO:0048017,PLD1;TNFAIP8L3;PLD2;ADAP2;
regulation of endosome size,GO:0051036,ALS2;RAB5A;CHMP3;
amyloid-beta clearance by transcytosis,GO:0150093,RAB11A;RAB11B;LRP1;PICALM;LRPAP1;CLTC;RAB5A;
receptor internalization involved in canonical Wnt signaling pathway,GO:2000286,CAV1;SCYL2;RAB5A;
collagen biosynthetic process,GO:0032964,TRAM2;P3H4;ADAMTS3;COL5A1;ARG1;COL1A1;RCN3;P3H3;SERPINH1;
chylomicron assembly,GO:0034378,APOA2;APOE;P4HB;LPCAT3;APOB;APOA4;APOA1;APOC2;PLAGL2;APOC3;MTTP;
spindle organization,GO:0007051,TTK;SPAG5;KIF11;CKAP5;NTMT1;CHD3;TRIM36;CEP72;AURKB;RANBP1;KNSTRN;RGS14;AUNIP;ASPM;UVRAG;KIZ;AURKA;
positive regulation of mitotic centrosome separation,GO:0046604,RANBP1;NSFL1C;UBXN2B;
regulation of glucose import,GO:0046324,C1QTNF12;HK2;SLC25A27;RTN2;PRKAG2;ASPSCR1;APPL1;PLA2G1B;
proline catabolic process to glutamate,GO:0010133,PRODH;PRODH2;ALDH4A1;
proline metabolic process,GO:0006560,PRODH;PRODH2;ALDH4A1;
4-hydroxyproline catabolic process,GO:0019470,HOGA1;GOT2;PRODH;ALDH4A1;
vasculogenesis involved in coronary vascular morphogenesis,GO:0060979,TGFBR3;SPRED1;NOTCH1;
acyl carnitine transmembrane transport,GO:1902616,SLC25A48;SLC25A20;SLC25A45;SLC25A47;SLC25A29;
acyl carnitine transport,GO:0006844,SLC25A47;SLC25A48;SLC25A45;SLC25A29;
L-histidine transmembrane transport,GO:0089709,SLC38A3;SLC38A5;SLC25A29;SLC38A7;
C-5 methylation of cytosine,GO:0090116,STPG4;DNMT3A;DNMT3B;DNMT1;
circadian behavior,GO:0048512,USP2;GPR176;NR1D2;TP53;C3orf70;GPR157;BTBD9;
serotonin metabolic process,GO:0042428,RNF180;ATP7A;GRIN2A;HTR1A;BTBD9;SRD5A1;
sensory perception of temperature stimulus,GO:0050951,KCNK4;TRPM1;OPRK1;TRPM3;TRPM8;BTBD9;
peptidyl-serine dephosphorylation,GO:0070262,PPP3CA;PPP2CA;PPM1F;NCK1;PPP2CB;DUSP1;PPP1CA;PPP2R2B;PPP2R2C;PPTC7;PPP1R15B;PPP2R2A;PPP2R2D;PPP5C;
protein localization to nuclear envelope,GO:0090435,INTS13;TOR1AIP1;TOR1AIP2;PLK1;TMEM201;
glyoxylate catabolic process,GO:0009436,AGXT2;HOGA1;AGXT;
pyruvate biosynthetic process,GO:0042866,SDS;HOGA1;AGXT;SRR;PKLR;
RNA polymerase II preinitiation complex assembly,GO:0051123,TAF1L;DR1;TAF11L5;TAF1;TAF11L12;TAF11L6;TBP;TAF11L2;TAF7;TAF7L;TAF12;TAF11;LINC02218;TAF11L11;TAF11L9;TAF11L13;GTF2A2;TAF11L8;TAF11L3;GTF2B;TAF11L14;TAF11L10;TAF11L7;TAF11L4;
branching morphogenesis of a nerve,GO:0048755,DLX2;FGFR2;EPHA7;RERE;DRD2;
mesenchymal cell proliferation,GO:0010463,FGF7;FGF4;MSX1;SHH;HAND2;
regulation of odontogenesis,GO:0042481,PAX9;MSX1;SHH;SP6;
negative regulation of striated muscle cell differentiation,GO:0051154,YBX1;MSX1;EZH2;
activation of meiosis,GO:0090427,MSX1;STRA8;MEIOSIN;
positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,GO:1902255,RPS7;MSX1;UBB;RPL11;
positive regulation of ubiquitin protein ligase activity,GO:1904668,CDC20;GOLGA2;PTEN;RAB1A;GORASP1;BTRC;FZR1;PLK1;UBE2S;SKP1;CDC14B;CDC20B;UBE2C;
positive regulation of CD4-positive_ alpha-beta T cell differentiation,GO:0043372,TNFSF4;ZBTB7B;NCKAP1L;SOCS1;SASH3;CD83;
L-phenylalanine catabolic process,GO:0006559,HGD;FAH;IL4I1;GSTZ1;PAH;HPD;TAT;QDPR;
ureteric bud invasion,GO:0072092,FMN1;SALL1;KIF26B;
positive regulation of monocyte differentiation,GO:0045657,DCSTAMP;FES;ZFP36L1;CD74;IL34;HLA-DRB1;ACIN1;CSF1;JUN;CD4;CTNNBIP1;
keratan sulfate catabolic process,GO:0042340,LUM;HEXA;PRELP;ACAN;OGN;OMD;KERA;GNS;GALNS;FMOD;GLB1;HEXB;
galactose catabolic process,GO:0019388,PGM2;GALT;GALE;GALK1;PGM2L1;GLB1;
cellular carbohydrate metabolic process,GO:0044262,RPEL1;GLB1;RPE;TKFC;
regulation of interleukin-1 beta production,GO:0032651,ARG2;CCR7;SIRPA;MEFV;F2R;S1PR3;FOXP1;SPHK1;
transport along microtubule,GO:0010970,KIF1B;DYNC1I2;DYNC1I1;
ciliary basal body organization,GO:0032053,FOXJ1;CCP110;RTTN;CROCC;
long-chain fatty acid catabolic process,GO:0042758,ADTRP;GLYATL2;AIG1;ABCD1;ACADL;
lipid digestion,GO:0044241,ASAH2;ARX;ENPP7;CLPS;PNLIP;CEL;
chorionic trophoblast cell differentiation,GO:0060718,E2F7;HTRA1;FZD5;E2F8;MAP3K4;
establishment or maintenance of actin cytoskeleton polarity,GO:0030950,PDLIM1;AQP1;ARHGAP35;MAPKAP1;
cartilage homeostasis,GO:1990079,SLC39A8;CYTL1;MTF1;
interleukin-21-mediated signaling pathway,GO:0038114,JAK1;IL21R;JAK3;STAT1;IL21;STAT3;STAT4;IL2RG;
Rab protein signal transduction,GO:0032482,RAB4A;RAB21;RAB15;RAB9A;RAB12;RAB35;RAB4B-EGLN2;RAB30;GDI1;RAB39A;RAB9B;RAB39B;RAB33B;RAB33A;RAB4B;
smoothened signaling pathway involved in dorsal/ventral neural tube patterning,GO:0060831,TBC1D32;GLI3;TULP3;GLI2;WDR19;PTCH1;
negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning,GO:1901621,TULP3;PRKACB;PRKACA;SUFU;GPR161;
secretory granule localization,GO:0032252,RASGRP1;PIK3CG;USO1;
positive regulation of natural killer cell activation,GO:0032816,IL12A;IL23A;BLOC1S6;IL12B;BLOC1S3;TICAM1;TYROBP;RASGRP1;
tissue regeneration,GO:0042246,;PTPN12;LGR6;SOX2;PTN;NINJ2;TXK;TEC;MDK;MUSTN1;FGF10;ADAM15;CPQ;TM4SF4;IGFBP1;GSN;CCNB1;STIMATE-MUSTN1;KLK6;CDKN1A;APOD;APOA5;GAP43;NOTCH1;NINJ1;
negative regulation of chromatin silencing,GO:0031936,H1-0;H1-1;H1-2;H1-4;H1-3;H1-10;ATAD2B;HMGA1;H1-6;H1-8;H1-5;ATAD2;ASF1A;
senescence-associated heterochromatin focus assembly,GO:0035986,HMGA1;CDKN2A;HMGA2;
oncogene-induced cell senescence,GO:0090402,HMGA1;SPI1;HMGA2;
negative regulation of coagulation,GO:0050819,PROC;ANXA4;ANXA5;HS3ST5;PROCR;
histone H2B ubiquitination,GO:0033523,RNF40;PAF1;LEO1;DTX3L;CDC73;CTR9;RNF8;RNF20;UBE2E1;
histone H2A ubiquitination,GO:0033522,UBE2A;UBR2;RNF168;UBE2B;DTX3L;RNF8;
histone exchange,GO:0043486,;ACTR6;ZNHIT1;DMAP1;VPS72;NASP;ANP32E;SPTY2D1;RNF8;SRCAP;
lysosomal protein catabolic process,GO:1905146,TMEM106B;VPS13A;CCDC115;LAMP2;TPP1;TMEM199;CLN3;
protein retention in Golgi apparatus,GO:0045053,VPS13D;VPS13A;SORL1;GOLPH3;VPS13C;
sperm mitochondrion organization,GO:0030382,VPS13A;NECTIN2;MFSD14A;
insulin catabolic process,GO:1901143,CELA2A;IDE;CEACAM1;
iodide transport,GO:0015705,TG;SLC26A4;SLC5A5;ANO1;
cellular response to camptothecin,GO:0072757,BLM;RAD51;RECQL5;SPIDR;
ribosomal subunit export from nucleus,GO:0000054,;XPO1;ABCE1;LSG1;RAN;EIF6;
assembly of large subunit precursor of preribosome,GO:1902626,;RSL24D1;RPL24;EIF6;
xenobiotic catabolic process,GO:0042178,GSTM1;GSTM2;ACSL1;CRYZ;ABCC2;GSTM3;GSTM4;GSTO1;
double-strand break repair via break-induced replication,GO:0000727,MCM2;MUS81;GINS2;MCM3;CDC45;MCM5;GINS4;CDC7;MCMDC2;MCM7;MCM4;MCM6;
endoplasmic reticulum tubular network formation,GO:0071787,ARL6IP1;ZFYVE27;RTN3;RTN4;
endoplasmic reticulum tubular network membrane organization,GO:1990809,ARL6IP1;ATL2;ATL1;RTN4;
regulation of nervous system process,GO:0031644,NOS3;ROCK2;HTR2C;
osteoblast fate commitment,GO:0002051,SMAD1;SMAD5;RUNX2;
chondrocyte development,GO:0002063,SULF2;ACAN;RUNX2;FGF18;CHSY1;BMPR1B;SFRP2;RARG;SULF1;BPNT2;CHST11;EIF2AK3;SOX9;SMPD3;SHOX2;BMPR2;COL11A1;ECM1;COMP;
osteoblast development,GO:0002076,MEN1;HOXA2;BGLAP;ACHE;GLI2;JUND;SHH;RUNX2;HDAC4;LIMD1;CLEC5A;SMAD3;LRP5;PTH1R;SATB2;TNN;PTHLH;
platelet dense granule organization,GO:0060155,ABCA1;BLOC1S2;DTNBP1;BLOC1S3;F2RL3;F2R;RAB38;BLOC1S1;AP3B1;
interleukin-4-mediated signaling pathway,GO:0035771,JAK3;IL4R;STAT6;IL2RG;
positive regulation of mast cell degranulation,GO:0043306,GATA2;FGR;IL13;GAB2;SYK;IL4R;STXBP1;SPHK2;IL4;
negative regulation of T-helper 1 cell differentiation,GO:0045626,JAK3;TNFSF4;IL4R;
regulation of systemic arterial blood pressure by vasopressin,GO:0001992,DRD5;AVPR2;AVPR1A;OXTR;AVPR1B;
negative regulation of NAD(P)H oxidase activity,GO:0033861,IL13;INS;DRD5;
vesicle cytoskeletal trafficking,GO:0099518,F8A3;F8A2;CCDC186;F8A1;
insulin secretion involved in cellular response to glucose stimulus,GO:0035773,RAB11B;PTPRN2;PTPRN;RAB11FIP5;CLTRN;SELENOT;RAB11FIP2;RAF1;CCDC186;
signal transduction involved in G2 DNA damage checkpoint,GO:0072425,BRCC3;ABRAXAS1;CHEK1;BRCA1;FZR1;PLK1;CDC14B;UIMC1;BABAM2;BABAM1;DTL;
regulation of tumor necrosis factor production,GO:0032680,UBE2J1;CARD9;SIRPA;TREX1;LTF;MYD88;ANGPT1;ZFP36;CX3CR1;CD47;MAPKAPK2;FOXP1;
regulation of nitric oxide biosynthetic process,GO:0045428,JAK2;SIRPA;RAC1;CD47;CX3CR1;PTK2B;NOS1AP;
monocyte extravasation,GO:0035696,PECAM1;SIRPA;JAML;CCR2;CD47;
negative regulation of macrophage inflammatory protein 1 alpha production,GO:0071641,ARG2;SIRPA;MEFV;
negative regulation of chemokine (C-C motif) ligand 5 production,GO:0071650,ARG2;OAS3;SIRPA;IL10;MUL1;
aspartate metabolic process,GO:0006531,GOT2;ADSS2;ASS1;ADSS1;GOT1;DDO;
response to carbohydrate,GO:0009743,MAP1B;P2RX3;P2RX2;ADNP;RAP1B;APOB;ME1;G6PC1;LYN;RAP1A;NQO1;GOT1;GIP;HNF1B;
aspartate catabolic process,GO:0006533,GOT1;DDO;GOT2;ASPA;
vesicle fusion with Golgi apparatus,GO:0048280,SEC22B;VTI1A;VTI1B;GOSR2;VAMP7;STX5;USO1;BET1;
glutamine transport,GO:0006868,SLC38A3;SLC38A6;SLC38A7;SLC38A5;SLC38A1;SLC38A2;SLC1A4;SLC1A5;
copper ion homeostasis,GO:0055070,CUTC;XIAP;COMMD1;SCO2;
positive regulation of non-motile cilium assembly,GO:1902857,SEPTIN7;SEPTIN9;CEP135;WRAP73;ATMIN;HAP1;RP1;
mitochondrial respiratory chain complex II assembly,GO:0034553,SDHAF2;SDHAF4;SDHAF3;SDHAF1;
regulation of gluconeogenesis,GO:0006111,OGT;SDHAF3;SELENOS;FBP1;USP7;RANBP2;SIRT7;PDK2;GNMT;NLN;LEP;SLC35B4;ACADM;SESN2;DGKQ;ZNF692;
catecholamine biosynthetic process,GO:0042423,PNMT;PAH;HDC;DDC;TH;DBH;
serotonin biosynthetic process,GO:0042427,DDC;TPH1;TPH2;
response to pyrethroid,GO:0046684,DDC;TH;SCN1B;SCN2B;
autocrine signaling,GO:0035425,CX3CL1;S100A8;HILPDA;FZD1;S100A9;SERPINB3;CX3CR1;CD68;
norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure,GO:0002025,;ADRB2;ADRB3;ADRB1;
reproduction,GO:0000003,LIN9;GNRH1;GNRH2;MMP23B;
response to corticosteroid,GO:0031960,NOTCH1;SOX30;ENG;ANXA1;COL1A1;GNRH1;CNGA3;
response to prostaglandin E,GO:0034695,CCR7;CCL21;OXT;PPP1R9B;CCL19;TGFBR3;GNRH1;AANAT;
response to potassium ion,GO:0035864,ADAMTS13;SLC26A5;KCNC1;SLC34A1;GNRH1;
ovulation cycle,GO:0042698,GABRB1;NHLH2;TYRO3;EGFR;TIMP4;BMPR1B;GNRH1;SERPINF1;AXL;
negative regulation of neuron migration,GO:2001223,;SRGAP2;CX3CL1;NEXMIF;ERBB4;NRG1;STAT3;NRG3;TNN;COL3A1;GNRH1;ADGRG1;
positive regulation of RNA export from nucleus,GO:0046833,NCBP2;CPSF6;KHDRBS1;DHX9;NRDE2;
heterochromatin assembly by small RNA,GO:0031048,ZNFX1;NRDE2;FAM172A;
cellular response to water deprivation,GO:0042631,AVPR1A;SIPA1;AQP2;
cardiac atrium morphogenesis,GO:0003209,DLL4;SOS1;HEG1;SHOX2;ENG;NOTCH1;
ventricular trabecula myocardium morphogenesis,GO:0003222,RBPJ;DLL4;HEY2;NOTCH1;HEG1;NRG1;FOXH1;TGFB2;ENG;BMPR1A;MED1;TGFBR1;CHD7;
dorsal aorta morphogenesis,GO:0035912,RBPJ;DLL4;HEY2;ENG;SRF;HEY1;BMPR1A;ACVRL1;
ventral spinal cord interneuron fate commitment,GO:0060579,FOXN4;DLL4;ASCL1;
negative regulation of monocyte differentiation,GO:0045656,INPP5D;ZBTB46;MYC;CDK6;GPR68;APCS;HOXA7;
peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan,GO:0019800,SPOCK2;BGN;DCN;SPOCK3;NDNF;EGFLAM;
regulation of synaptic vesicle priming,GO:0010807,NAPA;STXBP5;STXBP1;STX1A;RAB3A;STX1B;NAPB;
strand invasion,GO:0042148,XRCC2;RAD51;RAD51D;DMC1;
mitotic recombination,GO:0006312,RAD51;DMC1;RAD52;ERCC1;RAD54B;MSH3;
DNA recombinase assembly,GO:0000730,RAD51;RAD52;DMC1;
telomere maintenance via telomere lengthening,GO:0010833,RAD51;DCLRE1B;ZBTB48;SLX1A;STN1;CTC1;SLX1B;ZSCAN4;TERF2IP;
chromosome organization involved in meiotic cell cycle,GO:0070192,RAD51;ATM;CCNE1;MEIOC;ATRX;CCNE2;DMC1;RAD50;
meiosis I,GO:0007127,RAD51;ESPL1;MEI1;CKS2;BCL2L11;ZCWPW1;M1AP;PSMD13;
cellular response to cisplatin,GO:0072719,RAD51;TIMELESS;HMOX1;SLC31A1;ADIRF;DDX11;
base-excision repair_ DNA ligation,GO:0006288,LIG3;XRCC1;POLB;
lagging strand elongation,GO:0006273,POLA1;LIG3;LIG1;
mitochondrial DNA repair,GO:0043504,PARP1;TP53;PRIMPOL;MGME1;DNA2;LIG3;
double-strand break repair via alternative nonhomologous end joining,GO:0097681,POLQ;HMCES;LIG3;PRKDC;
protein heterooligomerization,GO:0051291,PRPH2;MAT2A;CALHM3;SYT1;CALHM1;TMEM120A;ROM1;TMEM120B;KCNC2;
neuronal signal transduction,GO:0023041,MACO1;PPAN-P2RY11;KCNA1;NLGN1;P2RY11;NRXN1;OLFM1;RTN4R;
regulation of membrane depolarization,GO:0003254,FHL1;NTSR1;FGF12;RANGRF;CAMK2D;NEDD4L;HCN4;
